PLAYER_ID,PLAYER_NAME,SEASON,AGE,RS_USG_PCT,CURRENT_ARCHETYPE,CURRENT_STAR_LEVEL,CURRENT_KING_PROB,CURRENT_BULLDOZER_PROB,CURRENT_SNIPER_PROB,CURRENT_VICTIM_PROB,AT_25_USG_ARCHETYPE,AT_25_USG_STAR_LEVEL,AT_25_USG_KING_PROB,AT_25_USG_BULLDOZER_PROB,AT_25_USG_SNIPER_PROB,AT_25_USG_VICTIM_PROB,AT_30_USG_ARCHETYPE,AT_30_USG_STAR_LEVEL,AT_30_USG_KING_PROB,AT_30_USG_BULLDOZER_PROB,AT_30_USG_SNIPER_PROB,AT_30_USG_VICTIM_PROB,CREATION_VOLUME_RATIO,CREATION_TAX,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,RS_PRESSURE_APPETITE,RS_PRESSURE_RESILIENCE,RIM_PRESSURE_RESILIENCE,RS_RIM_APPETITE,EFG_ISO_WEIGHTED,EFG_PCT_0_DRIBBLE,PERFORMANCE_SCORE,DEPENDENCE_SCORE,RISK_CATEGORY,RANK
203507,Giannis Antetokounmpo,2019-20,25.0,0.363,King (Resilient Star),0.9921974539756775,0.686657,0.30554044,0.002339953,0.005462575,King (Resilient Star),0.9454682469367981,0.8603975,0.085070714,0.0021624542,0.05236929,King (Resilient Star),0.985749363899231,0.70837396,0.2773754,0.0023077528,0.011942855,0.5519685039370079,-0.0997631954350927,0.06,-0.026,0.5340793489318413,0.551,1.074868095905964,0.5258481421647819,0.5572368045649073,0.657,0.9921974539756775,0.4667241030590912,Luxury Component,11
1630678,Terry Taylor,2021-22,22.0,0.151,Sniper (Resilient Role),0.01617102324962616,0.014385342,0.0017856824,0.5987357,0.3850933,King (Resilient Star),0.9443089962005615,0.55925536,0.38505366,0.0065493905,0.04914161,Bulldozer (Fragile Star),0.9870613813400269,0.28380027,0.7032611,0.0019704397,0.010968232,0.0808988764044943,-0.045,0.016,0.135,0.6938159879336351,0.651,,0.6069182389937107,0.625,0.67,0.01617102324962616,0.667798227328961,Avoid,12
1626167,Myles Turner,2015-16,20.0,0.207,Victim (Fragile Role),0.3093668818473816,0.2963476,0.013019297,0.15097857,0.53965455,King (Resilient Star),0.9376523494720459,0.87712723,0.06052515,0.004132829,0.05821474,King (Resilient Star),0.9797640442848206,0.58908296,0.3906811,0.0031359622,0.017099949,0.0212164073550212,0.158,-0.0399999999999999,-0.029,0.520951302378256,0.484,1.1416735708367856,0.320754716981132,0.675,0.517,0.3093668818473816,0.7255336939615334,"Moderate Performance, High Dependence",13
1630178,Tyrese Maxey,2023-24,23.0,0.273,King (Resilient Star),0.9668569564819336,0.901559,0.06529797,0.0020131718,0.031129884,King (Resilient Star),0.937054455280304,0.91505945,0.021994988,0.002018401,0.060927156,King (Resilient Star),0.9855119585990906,0.9405017,0.045010284,0.0015960487,0.0128919585,0.755625,-0.1667493796526055,0.068,-0.0699999999999999,0.4619940769990128,0.412,1.4951752440106478,0.2762508809020437,0.4902506203473945,0.657,0.9668569564819336,0.3623090217793682,Franchise Cornerstone (Moderate Dependence),14
1628418,Thomas Bryant,2022-23,25.0,0.181,Victim (Fragile Role),0.08428003638982773,0.081100285,0.0031797483,0.20775133,0.7079686,King (Resilient Star),0.9353173971176147,0.5431904,0.392127,0.0035145704,0.061168015,Bulldozer (Fragile Star),0.9849613308906555,0.44227237,0.54268897,0.0035169043,0.011521718,0.0238095238095238,-0.1050000000000001,0.073,0.1089999999999999,0.6224000000000001,0.683,,0.5121951219512195,0.571,0.676,0.08428003638982773,0.7024247619047619,Avoid,15
1626167,Myles Turner,2017-18,22.0,0.199,Sniper (Resilient Role),0.26407521963119507,0.25888392,0.005191291,0.48185676,0.254068,King (Resilient Star),0.9333950877189636,0.8887997,0.04459537,0.0036525484,0.06295242,King (Resilient Star),0.9766111969947815,0.60489345,0.37171775,0.0028729052,0.020515872,0.0409731113956466,0.1070625,-0.034,-0.1359999999999999,0.3648373983739837,0.53,1.3288770053475936,0.2926447574334898,0.6430625000000001,0.536,0.26407521963119507,0.7779221058055651,Avoid,16
1626195,Willy Hernangomez,2016-17,23.0,0.199,Victim (Fragile Role),0.3377516269683838,0.31712338,0.020628234,0.12499426,0.5372541,King (Resilient Star),0.9327455759048462,0.61431,0.31843558,0.0048919786,0.062362436,Bulldozer (Fragile Star),0.9811514616012573,0.24758199,0.73356944,0.0029688275,0.015879707,0.0551020408163265,0.0776296296296296,-0.004,0.036,0.7244582043343653,0.453,,0.6623655913978495,0.6456296296296296,0.568,0.3377516269683838,0.6641211221330638,"Moderate Performance, High Dependence",17
1628418,Thomas Bryant,2018-19,21.0,0.17,Victim (Fragile Role),0.03143501654267311,0.02929705,0.002137968,0.21595389,0.7526111,King (Resilient Star),0.929359495639801,0.6074581,0.32190138,0.003177289,0.06746323,Bulldozer (Fragile Star),0.9887672662734985,0.33599666,0.65277064,0.0021125285,0.00912019,0.0128205128205128,-0.067,0.0279999999999999,-0.008,0.5636896046852123,0.627,,0.5523978685612788,0.6,0.667,0.03143501654267311,0.7351888350790254,Avoid,18
1630578,Alperen Sengun,2023-24,21.0,0.27,King (Resilient Star),0.9786269068717957,0.7126785,0.2659484,0.0018124119,0.019560711,King (Resilient Star),0.9287442564964294,0.7721961,0.15654816,0.0020512913,0.06920446,King (Resilient Star),0.9896842241287231,0.6340212,0.355663,0.0017613715,0.008554414,0.3145956607495069,-0.0415987460815048,0.0909999999999999,-0.0299999999999999,0.6636655948553054,0.476,,0.4582484725050916,0.5174012539184952,0.559,0.9786269068717957,0.553354872619342,Luxury Component,19
1629627,Zion Williamson,2022-23,22.0,0.288,King (Resilient Star),0.9658107161521912,0.6395045,0.32630622,0.004555615,0.029633695,King (Resilient Star),0.923814594745636,0.6381329,0.28568166,0.003604555,0.0725809,King (Resilient Star),0.9803112745285034,0.67048067,0.30983058,0.0042781145,0.015410616,0.6943150046598322,-0.1313624161073826,0.025,-0.052,0.8285714285714285,0.542,,0.7313432835820896,0.5946375838926173,0.726,0.9658107161521912,0.33695621783702745,Franchise Cornerstone,20
1631218,Trayce Jackson-Davis,2023-24,24.0,0.157,Victim (Fragile Role),0.026944860816001892,0.012457094,0.014487767,0.14927208,0.8237831,Bulldozer (Fragile Star),0.9230126142501831,0.37977797,0.54323465,0.006502054,0.070485346,Bulldozer (Fragile Star),0.9656141996383667,0.15611845,0.80949575,0.0036791628,0.030706648,0.0202020202020202,1.1102230246251563e-16,-0.1,0.308,0.8533057851239669,0.603,,0.8158640226628895,0.7000000000000001,0.7,0.026944860816001892,0.6482897153351699,Avoid,21
1631101,Shaedon Sharpe,2024-25,22.0,0.25,King (Resilient Star),0.9216831922531128,0.8754664,0.046216756,0.0022295911,0.07608725,King (Resilient Star),0.9216831922531128,0.8754664,0.046216756,0.0022295911,0.07608725,King (Resilient Star),0.9758509993553162,0.84699285,0.12885815,0.0019974958,0.022151545,0.6024200518582541,-0.0250444763271162,0.0489999999999999,-0.011,0.4168297455968689,0.446,,0.266304347826087,0.5109555236728838,0.536,0.9216831922531128,0.4330325534862244,Franchise Cornerstone (Moderate Dependence),22
203499,Shane Larkin,2017-18,25.0,0.153,Sniper (Resilient Role),0.015158073976635933,0.014112978,0.0010450962,0.8290277,0.15581423,King (Resilient Star),0.9185035824775696,0.9142311,0.004272449,0.008174881,0.07332158,King (Resilient Star),0.9918909072875977,0.88819724,0.103693694,0.0008917645,0.0072172913,0.6149253731343284,-0.1775825242718447,-0.0159999999999999,0.0799999999999999,0.391826923076923,0.333,1.772857142857143,0.273972602739726,0.4284174757281552,0.606,0.015158073976635933,0.4528681113662457,Avoid,23
1629627,Zion Williamson,2024-25,24.0,0.325,Bulldozer (Fragile Star),0.9847154021263123,0.14574648,0.83896893,0.0038777937,0.011406761,Bulldozer (Fragile Star),0.9184349775314331,0.4250044,0.49343058,0.0063107843,0.07525426,Bulldozer (Fragile Star),0.986049473285675,0.20034438,0.7857051,0.0035393431,0.010411189,0.7484822202948829,-0.1587253765932792,-0.033,0.038,0.8759598346131129,0.452,,0.5590551181102362,0.5542746234067207,0.713,0.9847154021263123,0.2981391349718677,Franchise Cornerstone,24
1630559,Austin Reaves,2022-23,25.0,0.154,Sniper (Resilient Role),0.016734212636947632,0.015649488,0.001084725,0.8730615,0.11020432,King (Resilient Star),0.9129509925842285,0.7382959,0.17465508,0.006456084,0.08059295,Bulldozer (Fragile Star),0.9704510569572449,0.24133617,0.7291149,0.0033102492,0.026238704,0.4865319865319865,0.0090934256055363,-0.0399999999999999,0.1669999999999999,0.37565445026178,0.586,0.6705592555423776,0.2306122448979591,0.6270934256055364,0.618,0.016734212636947632,0.5346742953091121,Avoid,25
1630200,Tre Jones,2022-23,23.0,0.189,Victim (Fragile Role),0.3072034418582916,0.3044715,0.0027319407,0.3207662,0.37203038,King (Resilient Star),0.9114590883255005,0.8612764,0.05018269,0.0017177273,0.08682318,King (Resilient Star),0.9855852723121643,0.9152113,0.07037394,0.001525512,0.012889265,0.7526254375729288,-0.0067472868217053,0.039,0.0479999999999999,0.5689338235294118,0.559,,0.3378196500672947,0.4822527131782946,0.489,0.3072034418582916,0.3455031874184913,"Moderate Performance, Low Dependence",26
1630245,Ayo Dosunmu,2024-25,25.0,0.163,Sniper (Resilient Role),0.027250947430729866,0.025582803,0.0016681446,0.70816445,0.26458463,Bulldozer (Fragile Star),0.9074940085411072,0.40758958,0.49990442,0.004356278,0.08814968,Bulldozer (Fragile Star),0.9819673299789429,0.21667068,0.76529664,0.0026028075,0.015429823,0.3877551020408163,0.0267333333333333,-0.031,-0.0939999999999999,0.5010245901639344,0.485,,0.4231625835189309,0.5917333333333333,0.565,0.027250947430729866,0.5904263549682168,Avoid,27
1630200,Tre Jones,2021-22,22.0,0.151,Sniper (Resilient Role),0.027390604838728905,0.025011534,0.0023790714,0.509597,0.46301237,King (Resilient Star),0.9049678444862366,0.7893437,0.11562415,0.0027971894,0.092234924,King (Resilient Star),0.9777078032493591,0.6128166,0.36489123,0.0031092006,0.01918299,0.6840579710144927,-0.0315889830508474,0.0,-0.17,0.6387755102040815,0.48,,0.3694581280788177,0.5154110169491526,0.547,0.027390604838728905,0.3643788819875776,Depth (Moderate Dependence),28
1629627,Zion Williamson,2020-21,20.0,0.287,Bulldozer (Fragile Star),0.9753284454345703,0.16794631,0.80738217,0.0024001144,0.022271425,Bulldozer (Fragile Star),0.9044675827026367,0.32839003,0.5760776,0.0035331205,0.091999225,Bulldozer (Fragile Star),0.9811976552009583,0.21484405,0.7663536,0.0032682708,0.015534056,0.5467032967032966,-0.1688743718592965,-0.0259999999999999,0.024,0.873529411764706,0.557,,0.7868852459016393,0.5661256281407034,0.735,0.9753284454345703,0.3987174369747899,Franchise Cornerstone (Moderate Dependence),29
203944,Julius Randle,2017-18,23.0,0.251,Bulldozer (Fragile Star),0.9035685658454895,0.4327004,0.47086817,0.003878016,0.092553444,Bulldozer (Fragile Star),0.9035685658454895,0.4327004,0.47086817,0.003878016,0.092553444,Bulldozer (Fragile Star),0.9903635382652283,0.14233609,0.84802747,0.0018591206,0.0077773593,0.4525222551928783,-0.1448426229508196,-0.0249999999999999,0.002,0.8052775250227481,0.546,,0.6460176991150443,0.5141573770491804,0.659,0.9035685658454895,0.45965017766353555,Luxury Component,30
1630168,Onyeka Okongwu,2024-25,24.0,0.169,Victim (Fragile Role),0.03795836865901947,0.03538393,0.0025744406,0.46209598,0.49994558,Bulldozer (Fragile Star),0.9018851518630981,0.337886,0.5639991,0.0035559817,0.0945589,Bulldozer (Fragile Star),0.9752554893493652,0.13113584,0.84411967,0.0022300745,0.022514375,0.0441826215022091,-0.0500000000000001,-0.045,0.0739999999999999,0.6554712892741063,0.451,,0.5482456140350878,0.5899999999999999,0.64,0.03795836865901947,0.6947136426808272,Avoid,31
1630164,James Wiseman,2022-23,22.0,0.212,King (Resilient Star),0.5639714002609253,0.5371652,0.026806166,0.07530629,0.3607223,Bulldozer (Fragile Star),0.9014030694961548,0.3316275,0.5697756,0.007866761,0.090730146,Bulldozer (Fragile Star),0.9692562222480774,0.10170435,0.86755186,0.0032046305,0.02753914,0.036144578313253,0.019,-0.0839999999999999,0.176,0.7317397078353254,0.536,,0.4679144385026738,0.625,0.606,0.5639714002609253,0.6621921950751212,"Moderate Performance, High Dependence",32
204456,T.J. McConnell,2015-16,24.0,0.167,Sniper (Resilient Role),0.0540049746632576,0.053042933,0.00096204143,0.8150208,0.13097422,King (Resilient Star),0.9001026153564453,0.7439922,0.15611044,0.004023982,0.0958734,King (Resilient Star),0.9744055271148682,0.48868772,0.48571777,0.0040189903,0.021575456,0.7841140529531568,0.0395818181818181,-0.018,-0.194,0.5174216027874564,0.431,,0.2176724137931034,0.5165818181818181,0.477,0.0540049746632576,0.33481756991704337,Depth,33
203935,Marcus Smart,2015-16,22.0,0.168,Sniper (Resilient Role),0.08064991980791092,0.07912907,0.0015208494,0.71634775,0.20300229,King (Resilient Star),0.8984681963920593,0.8062112,0.092257,0.0023310434,0.09920078,King (Resilient Star),0.9793916940689087,0.656292,0.32309967,0.002244724,0.018363567,0.3196969696969697,0.0952654028436019,-0.03,-0.0579999999999999,0.5063437139561707,0.382,1.221586345381526,0.3137996219281663,0.4652654028436019,0.37,0.08064991980791092,0.5708489960155185,Avoid,34
1630169,Tyrese Haliburton,2023-24,24.0,0.239,King (Resilient Star),0.8241834044456482,0.81368756,0.010495862,0.008071794,0.16774479,King (Resilient Star),0.898392379283905,0.8473204,0.05107198,0.002030531,0.099577166,King (Resilient Star),0.9837325811386108,0.77087826,0.21285431,0.0016783654,0.014589031,0.7988064791133845,-0.0787833511205976,0.061,0.08,0.3588390501319261,0.508,0.7846625070901873,0.1956106870229007,0.5442166488794024,0.623,0.8241834044456482,0.38502115541639387,Franchise Cornerstone (Moderate Dependence),35
1630169,Tyrese Haliburton,2022-23,23.0,0.238,King (Resilient Star),0.6294888257980347,0.5866977,0.042791117,0.04123977,0.32927144,King (Resilient Star),0.8927287459373474,0.82941306,0.063315704,0.0019006123,0.105370656,King (Resilient Star),0.9828190803527832,0.63938665,0.34343246,0.0024649869,0.014715909,0.817948717948718,-0.0834994775339602,0.0439999999999999,-0.039,0.410785619174434,0.523,,0.2651605231866825,0.5505005224660398,0.634,0.6294888257980347,0.35354693741677756,"Moderate Performance, Low Dependence",36
1628389,Bam Adebayo,2018-19,21.0,0.157,Victim (Fragile Role),0.01415589265525341,0.011554507,0.0026013858,0.4427012,0.5431429,Bulldozer (Fragile Star),0.8914026021957397,0.28487778,0.6065248,0.0039006004,0.104696855,Bulldozer (Fragile Star),0.9734628200531006,0.11604908,0.8574137,0.0025038486,0.024033347,0.0997624703087886,-0.0451190476190476,-0.045,0.126,0.734006734006734,0.593,,0.6358595194085028,0.6028809523809524,0.648,0.01415589265525341,0.6269488231483481,Avoid,37
1630162,Anthony Edwards,2022-23,21.0,0.292,King (Resilient Star),0.9255428314208984,0.7696659,0.15587696,0.0018401517,0.07261698,King (Resilient Star),0.8897882103919983,0.7778642,0.11192398,0.0018892917,0.10832257,King (Resilient Star),0.9529892802238464,0.7702128,0.18277644,0.0030365887,0.043974187,0.7575966850828729,-0.1428067456700091,0.042,-0.0439999999999999,0.5069408740359898,0.426,0.9449156872764436,0.3341985723556132,0.5011932543299908,0.644,0.9255428314208984,0.3204402535542331,Franchise Cornerstone,38
203952,Andrew Wiggins,2019-20,25.0,0.269,King (Resilient Star),0.9292887449264526,0.89868903,0.030599691,0.0015559423,0.0691553,King (Resilient Star),0.8897684812545776,0.86439687,0.025371635,0.006501616,0.103729874,King (Resilient Star),0.9826939702033997,0.87833583,0.104358144,0.0019374159,0.015368543,0.576837416481069,-0.1321853281853282,0.0559999999999999,0.0399999999999999,0.5450027609055771,0.419,,0.3047034764826176,0.4298146718146718,0.562,0.9292887449264526,0.41130970535172956,Franchise Cornerstone (Moderate Dependence),39
1631109,Mark Williams,2024-25,23.0,0.21,King (Resilient Star),0.5471500754356384,0.5330232,0.014126887,0.036471594,0.4163784,King (Resilient Star),0.8894156217575073,0.5884569,0.30095872,0.0038612434,0.106723055,Bulldozer (Fragile Star),0.9868113994598389,0.24975316,0.7370582,0.0021767907,0.011011799,0.0141570141570141,-0.047,-0.0099999999999999,0.0819999999999999,0.8031496062992126,0.518,,0.6756152125279642,0.6,0.647,0.5471500754356384,0.655648681583721,"Moderate Performance, High Dependence",40
1628991,Jaren Jackson Jr.,2023-24,24.0,0.302,King (Resilient Star),0.9826841354370117,0.84691256,0.13577159,0.0028697401,0.0144460965,King (Resilient Star),0.8884304761886597,0.80730116,0.08112934,0.0031442214,0.10842533,King (Resilient Star),0.9826841354370117,0.84691256,0.13577159,0.0028697401,0.0144460965,0.548361934477379,-0.0203684210526315,0.0489999999999999,-0.01,0.6295454545454545,0.423,,0.2919896640826873,0.4966315789473685,0.517,0.9826841354370117,0.47375310239682317,Luxury Component,41
1627742,Brandon Ingram,2019-20,22.0,0.275,King (Resilient Star),0.9662929773330688,0.6913384,0.27495456,0.0016934626,0.03201357,King (Resilient Star),0.888396680355072,0.7917553,0.09664135,0.0019157875,0.10968759,King (Resilient Star),0.989608883857727,0.7266317,0.2629772,0.0017479789,0.008643044,0.5265123226288274,-0.1258212765957447,0.064,-0.1359999999999999,0.5462805224304373,0.534,,0.2801094890510949,0.4791787234042552,0.605,0.9662929773330688,0.43605664533059885,Franchise Cornerstone (Moderate Dependence),42
1627732,Ben Simmons,2020-21,24.0,0.2,Sniper (Resilient Role),0.08977749943733215,0.08143273,0.0083447695,0.46561125,0.44461122,King (Resilient Star),0.8869856595993042,0.6930559,0.19392975,0.004089369,0.108924985,King (Resilient Star),0.9156631231307983,0.5448827,0.37078038,0.0035732351,0.08076369,0.6339031339031338,-0.0956741573033707,-0.044,0.133,0.7601990049751244,0.567,1.2813186813186814,0.6243567753001715,0.5423258426966293,0.638,0.08977749943733215,0.3650020729684909,Depth (Moderate Dependence),43
1630570,Trendon Watford,2022-23,22.0,0.158,Sniper (Resilient Role),0.034629613161087036,0.031034788,0.0035948267,0.6849312,0.28043917,King (Resilient Star),0.8822202682495117,0.44512507,0.43709517,0.005607427,0.11217231,Bulldozer (Fragile Star),0.970591127872467,0.17281605,0.7977751,0.0026616224,0.026747249,0.4266304347826087,-0.0506433121019108,-0.036,0.275,0.6176470588235293,0.435,,0.4371727748691099,0.5733566878980891,0.624,0.034629613161087036,0.5127039375532823,Avoid,44
1628368,De'Aaron Fox,2022-23,25.0,0.288,Bulldozer (Fragile Star),0.9546158313751221,0.21940464,0.7352112,0.0024139897,0.042970173,King (Resilient Star),0.8810577392578125,0.6464887,0.23456901,0.003554947,0.115387365,Bulldozer (Fragile Star),0.8832540512084961,0.3772622,0.5059919,0.0029178767,0.11382804,0.8090849242922975,-0.0172082994304311,0.14,0.015,0.4454196379594076,0.446,0.5094736842105263,0.2141247182569496,0.5677917005695688,0.585,0.9546158313751221,0.3091366506965889,Franchise Cornerstone,45
1629628,RJ Barrett,2024-25,25.0,0.281,King (Resilient Star),0.9653552770614624,0.87482375,0.0905315,0.0022615648,0.032383192,King (Resilient Star),0.8794844150543213,0.8166274,0.06285704,0.0020853737,0.1184302,King (Resilient Star),0.9826543927192688,0.8521608,0.1304936,0.0021634505,0.01518216,0.5151291512915129,-0.1096074498567335,0.0759999999999999,-0.049,0.5550295857988166,0.394,,0.4103869653767821,0.4753925501432664,0.585,0.9653552770614624,0.46390412454420404,Luxury Component,46
203507,Giannis Antetokounmpo,2018-19,24.0,0.314,Bulldozer (Fragile Star),0.986977219581604,0.37566367,0.6113136,0.0027638618,0.010258896,King (Resilient Star),0.8788981437683105,0.69994736,0.17895076,0.0033193333,0.117782556,Bulldozer (Fragile Star),0.9907592535018921,0.3205802,0.670179,0.002078812,0.007161933,0.6035714285714285,-0.0979999999999999,-0.026,0.022,0.6464821222606689,0.571,0.9070943505273804,0.6166800320769847,0.5690000000000001,0.667,0.986977219581604,0.41913839800626135,Franchise Cornerstone (Moderate Dependence),47
1628365,Markelle Fultz,2022-23,25.0,0.208,King (Resilient Star),0.4296794533729553,0.42240617,0.0072732773,0.21384726,0.3564733,King (Resilient Star),0.8784081935882568,0.6103181,0.2680901,0.0031205579,0.11847124,King (Resilient Star),0.990014910697937,0.8595482,0.1304667,0.0017583763,0.008226644,0.7406976744186047,-0.0333971742543171,0.0279999999999999,0.101,0.6713780918727915,0.595,,0.3726067746686303,0.518602825745683,0.552,0.4296794533729553,0.33745228654778536,"Moderate Performance, Low Dependence",48
1629652,Luguentz Dort,2021-22,23.0,0.228,Victim (Fragile Role),0.29508501291275024,0.29051054,0.0045744907,0.23772693,0.46718803,King (Resilient Star),0.8774269819259644,0.83834195,0.03908504,0.0024439313,0.120129064,King (Resilient Star),0.9691962599754333,0.8524054,0.11679081,0.0024026008,0.028401202,0.3937219730941704,-0.0391617312072893,0.038,0.0599999999999999,0.3911516853932584,0.375,,0.2493112947658402,0.4598382687927106,0.499,0.29508501291275024,0.5477726167682773,Avoid,49
202681,Kyrie Irving,2015-16,24.0,0.285,King (Resilient Star),0.981367290019989,0.91130716,0.07006016,0.0013489114,0.017283712,King (Resilient Star),0.877280056476593,0.8662515,0.011028554,0.002152303,0.12056765,King (Resilient Star),0.9971049427986145,0.9736743,0.023430636,0.0006879654,0.0022071588,0.7768953068592058,-0.0326291821561338,0.044,0.0489999999999999,0.5690174804098855,0.419,0.9752084110986686,0.2593856655290102,0.4853708178438661,0.518,0.981367290019989,0.32864750415086286,Franchise Cornerstone,50
